bill_id,state,session,identifier,title,abstract,abstract_word_count,first_action_date,latest_action_date,latest_passage_date,openstates_url,bill_classifications,subjects,originating_chamber,sponsor_names,primary_sponsor_names,sponsor_person_ids,sponsor_parties,primary_sponsor_parties,sponsor_count,primary_sponsor_count,party_count,action_count,latest_action_description,latest_action_classifications,derived_status,passage_count,vote_event_count,passage_vote_count,passed_vote_event_count,failed_vote_event_count,latest_vote_date,latest_vote_result,latest_vote_motion,days_first_to_latest_action,source_urls,full_text,full_text_source_url,full_text_status,full_text_error,dc_relevant,dc_relevance_type,dc_policy_categories,dc_policy_direction,dc_relevance_confidence,dc_relevance_reason,dc_relevance_evidence_quote,dc_relevance_evidence_verified,dc_source_scope,dc_source_url,dc_source_sha256,dc_model,dc_relevance_prompt_version,dc_relevance_status,dc_relevance_error,supportiveness_score,supportiveness_confidence,supportiveness_reason,supportiveness_evidence_quote,supportiveness_evidence_verified,supportiveness_model,supportiveness_prompt_version,supportiveness_status,supportiveness_error
attached to such vessels; and
48. The following classifications of vehicles:
a. Automobiles as described in subdivision A 3 of §
58.1-3503
;
b. Trucks of less than two tons as described in subdivision A 
4 of §
58.1-3503
;
c. Trucks and other vehicles as described in subdivision A 5 
of §
58.1-3503
;
d. Motor vehicles with specially designed equipment for use by 
individuals with disabilities as described in subdivision A 9 of §
58.1-3503
; 
and
e. Motorcycles, mopeds, all-terrain vehicles, off-road 
motorcycles, campers, and other recreational vehicles as described in 
subdivision A 10 of §
58.1-3503
.
B. The governing body of any county, city, or town may levy a 
tax on the property enumerated in subsection A at different rates from the tax 
levied on other tangible personal property. The rates of tax and the rates of 
assessment shall (i) for purposes of subdivisions A 1, 2, 3, 4, 5, 6, 8, 11 
through 20, 22 through 24, and 26 through 47, not exceed that applicable to the 
general class of tangible personal property, (ii) for purposes of subdivisions 
A 7, 9, 21, and 25, not exceed that applicable to machinery and tools, and 
(iii) for purposes of subdivision A 10, equal that applicable to real property. 
If an item of personal property is included in multiple classifications under 
subsection A, then the rate of tax shall be the lowest rate assigned to such 
classifications.
C. Notwithstanding any other provision of this section, for 
any qualifying vehicle, as such term is defined in §
58.1-3523
, (i) included in 
any separate class of property in subsection A and (ii) assessed for tangible 
personal property taxes by a county, city, or town receiving a payment from the 
Commonwealth under Chapter 35.1 (§
58.1-3523
et seq.) for providing tangible 
personal property tax relief, the county, city, or town may levy the tangible 
personal property tax on such qualifying vehicle at a rate not to exceed the 
rates of tax and rates of assessment required under such chapter.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+ful+HB973,downloaded,,yes,direct data-center reference,tax incentives,conditional/regulatory,0.98,Explicitly defines 'data center' for tangible personal property tax classification and sets tax rules for equipment used therein.,"Computer equipment and peripherals used in a data center. For purposes of this subdivision, 'data center' means a facility",False,full_text,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+ful+HB973,ce1c9913fd80204159fe4807ffc26444ceec3b4d16ea5c193f8985c1b909a644,qwen.qwen3.5-122b,data-center-relevance-full-source-v2,classified,,6,0.7,"Defines data center equipment for tax classification, reducing ambiguity and potentially enabling favorable machinery tax treatment per policy categories.",Computer equipment and peripherals used in a data center.,True,qwen.qwen3.5-122b,data-center-supportiveness-v1,scored,
ocd-bill/744529e4-b9dd-4423-8ecc-55e58b15ebd0,Virginia,2024,HB 975,Electric utilities; notice required for customer return to service.,"Electric utilities; notice required for customer return to service. Decreases the required written notice period to 90 days for certain electric energy customers to return to service by an investor-owned utility after purchasing electric energy from other suppliers. Currently, such electric energy customers must provide five years' written notice to return to service by Dominion Energy Virginia or three years' written notice to return to service by Appalachian Power.",69,2024-01-09,2024-02-08,,https://openstates.org/va/bills/2024/HB975/,bill,,lower,"Alfonso H. Lopez|Marty Martinez|Nadarius E. Clark|Rozia A. Henson, Jr.|Sam Rasoul",Alfonso H. Lopez,ocd-person/6ab67007-e48a-4048-bb7b-20a608a88f77|ocd-person/892b7901-d71e-4d8b-b8d0-9034a3d4a066|ocd-person/a7fd18db-f30c-45c6-aa90-bdb6f2ce412b|ocd-person/beaab5ae-3e8d-4c12-b388-a59cdc467771|ocd-person/ed935430-db59-4962-91f7-c0eeca2ef8e2,Democratic,Democratic,5,1,1,7,Continued to 2025 in Labor and Commerce,,active_in_committee_or_chamber,0,2,2,0,2,2024-02-08,fail,Continued to 2025 in Labor and Commerce,30,https://lis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB975,"Virginia General Assembly
LIS Home
LIS Help
Privacy Statement
Live Help
LIS Classic
Login
SEARCH SITE
QUICK LINKS
- - - - - - - - - - - - - -
Log in
LIS Home
General Assembly Home
- - - - - - - - - - - - - -
Session Tracking:
Bills & Resolutions
Members
Committees
Meetings
Calendars
Communications
House Minutes
Senate Minutes
Statistics
Lobbyist-in-a-Box
Personal lists
- - - - - - - - - - - - - -
Search:
Code of Virginia
Administrative Code
Bills & Resolutions
Summaries
OTHER SESSIONS
- - - - - - - - - - - - - -
2024 Session
2023 Session
2023 Special Session I
2022 Session
2022 Special Session I
2021 Session
2021 Special Session I
2021 Special Session II
2020 Session
2020 Special Session I
2019 Session
2019 Special Session I
2018 Session
2018 Special Session I
2018 Special Session II
2017 Session
2016 Session
2015 Session
2015 Special Session I
2014 Session
2014 Special Session I
2013 Session
2013 Special Session I
2012 Session
2012 Special Session I
2011 Session
2011 Special Session I
2010 Session
2009 Session
2009 Special Session I
2008 Session
2008 Special Session I
2008 Special Session II
2007 Session
2006 Session
2006 Special Session I
2005 Session
2004 Session
2004 Special Session I
2004 Special Session II
2003 Session
2002 Session
2001 Session
2001 Special Session I
2000 Session
1999 Session
1998 Session
1998 Special Session I
1997 Session
1996 Session
1995 Session
1994 Session
1994 Special Session I
1994 Special Session II
VIRGINIA LAW PORTAL
Code of Virginia
Virginia Administrative Code
Constitution of Virginia
Charters
Authorities
Compacts
Uncodified Acts
RIS Users
(account required)
SEARCHABLE DATABASES
Bills & Resolutions
session legislation
Bill Summaries
session summaries
Reports to the General Assembly
House and Senate documents
Legislative Liaisons
State agency contacts
ACROSS SESSIONS
Subject Index:
Since 1995
Bills & Resolutions:
Since 1994
Summaries:
Since 1994
Developed and maintained by the Division of Legislative Automated Systems.
2024 SESSION
history
|
hilite
|
pdf
|
print version
24101570D
HOUSE BILL NO. 975
Offered January 10, 2024
Prefiled January 9, 2024
A BILL to amend and reenact §
56-577
of the Code of Virginia, 
relating to electric utilities; notice required for customer return to service.
----------
Patrons-- Lopez, Clark, Henson, Martinez and Rasoul
----------
Referred to Committee on Labor and Commerce
----------
Be it enacted by the General Assembly of Virginia:
1. That §
56-577
of the Code of Virginia is amended and 
reenacted as follows:
§
56-577
. Schedule for transition to retail competition; 
Commission authority; exemptions; pilot programs.
A. Retail competition for the purchase and sale of electric 
energy shall be subject to the following provisions:
1. Each incumbent electric utility owning, operating, 
controlling, or having an entitlement to transmission capacity shall join or 
establish a regional transmission entity, which entity may be an independent 
system operator, to which such utility shall transfer the management and 
control of its transmission system, subject to the provisions of §
56-579
.
2. The generation of electric energy shall be subject to 
regulation as specified in this chapter.
3. Subject to the provisions of subdivisions 4 and 5, only 
individual retail customers of electric energy within the Commonwealth, 
regardless of customer class, whose demand during the most recent calendar year 
exceeded five megawatts but did not exceed one percent of the customer's 
incumbent electric utility's peak load during the most recent calendar year 
unless such customer had noncoincident peak demand in excess of 90 megawatts in 
calendar year 2006 or any year thereafter, shall be permitted to purchase 
electric energy from any supplier of electric energy licensed to sell retail 
electric energy within the Commonwealth, except for any incumbent electric 
utility other than the incumbent electric utility serving the exclusive service 
territory in which such a customer is located, subject to the following 
conditions:
a. If such customer does not purchase electric energy from 
licensed suppliers, such customer shall purchase electric energy from its 
incumbent electric utility.
b. Except as provided in subdivision 4, the demands of 
individual retail customers may not be aggregated or combined for the purpose 
of meeting the demand limitations of this provision, any other provision of 
this chapter to the contrary notwithstanding. For the purposes of this section, 
each noncontiguous site will nevertheless constitute an individual retail 
customer even though one or more such sites may be under common ownership of a 
single person.
c. If such customer does purchase electric energy from 
licensed suppliers after the expiration or termination of capped rates, it 
shall not thereafter be entitled to purchase electric energy from the incumbent 
electric utility without giving
five years'
90 days'
advance written 
notice of such intention to such utility, except where such customer 
demonstrates to the Commission, after notice and opportunity for hearing, 
through clear and convincing evidence that its supplier has failed to perform, 
or has anticipatorily breached its duty to perform, or otherwise is about to 
fail to perform, through no fault of the customer, and that such customer is 
unable to obtain service at reasonable rates from an alternative supplier. If, 
as a result of such proceeding, the Commission finds it in the public interest 
to grant an exemption from the
five-year
90-day
notice requirement, such customer may thereafter purchase electric energy at 
the costs of such utility, as determined by the Commission pursuant to 
subdivision 3 d hereof, for the remainder of the
five-year
90-day
notice period, after which point the customer may purchase electric energy from 
the utility under rates, terms and conditions determined pursuant to §
56-585.1
. However, such customer shall be allowed to individually purchase 
electric energy from the utility under rates, terms, and conditions determined 
pursuant to §
56-585.1
if, upon application by such customer, the Commission 
finds that neither such customer's incumbent electric utility nor retail 
customers of such utility that do not choose to obtain electric energy from 
alternate suppliers will be adversely affected in a manner contrary to the 
public interest by granting such petition. In making such determination, the 
Commission shall take into consideration, without limitation, the impact and 
effect of any and all other previously approved petitions of like type with 
respect to such incumbent electric utility. Any customer that returns to 
purchase electric energy from its incumbent electric utility, before or after 
expiration of the
five-year
90-day
notice period, shall be 
subject to minimum stay periods equal to those prescribed by the Commission 
pursuant to subdivision C 1.
d. The costs of serving a customer that has received an 
exemption from the
five-year
90-day
notice requirement 
under subdivision 3 c hereof shall be the market-based costs of the utility, 
including (i) the actual expenses of procuring such electric energy from the 
market, (ii) additional administrative and transaction costs associated with 
procuring such energy, including, but not limited to, costs of transmission, 
transmission line losses, and ancillary services, and (iii) a reasonable margin 
as determined pursuant to the provisions of subdivision A 2 of §
56-585.1
. The 
methodology established by the Commission for determining such costs shall 
ensure that neither utilities nor other retail customers are adversely affected 
in a manner contrary to the public interest.
4. Two or more individual nonresidential retail customers of 
electric energy within the Commonwealth, whose individual demand during the 
most recent calendar year did not exceed five megawatts, may petition the 
Commission for permission to aggregate or combine their demands, for the 
purpose of meeting the demand limitations of subdivision 3, so as to become 
qualified to purchase electric energy from any supplier of electric energy 
licensed to sell retail electric energy within the Commonwealth under the 
conditions specified in subdivision 3. The Commission may, after notice and 
opportunity for hearing, approve such petition if it finds that:
a. Neither such customers' incumbent electric utility nor 
retail customers of such utility that do not choose to obtain electric energy 
from alternate suppliers will be adversely affected in a manner contrary to the 
public interest by granting such petition. In making such determination, the 
Commission shall take into consideration, without limitation, the impact and 
effect of any and all other previously approved petitions of like type with 
respect to such incumbent electric utility; and
b. Approval of such petition is consistent with the public 
interest.
If such petition is approved, all customers whose load has 
been aggregated or combined shall thereafter be subject in all respects to the 
provisions of subdivision 3 and shall be treated as a single, individual 
customer for the purposes of said subdivision. In addition, the Commission 
shall impose reasonable periodic monitoring and reporting obligations on such 
customers to demonstrate that they continue, as a group, to meet the demand 
limitations of subdivision 3. If the Commission finds, after notice and 
opportunity for hearing, that such group of customers no longer meets the above 
demand limitations, the Commission may revoke its previous approval of the 
petition, or take such other actions as may be consistent with the public 
interest.
5. Individual retail customers of electric energy within the 
Commonwealth, regardless of customer class, shall be permitted:
a. To purchase electric energy provided 100 percent from 
renewable energy from any supplier of electric energy licensed to sell retail 
electric energy within the Commonwealth, other than any incumbent electric 
utility that is not the incumbent electric utility serving the exclusive 
service territory in which such a customer is located, if the incumbent 
electric utility serving the exclusive service territory does not offer an 
approved tariff for electric energy provided 100 percent from renewable energy; 
and
b. To continue purchasing renewable energy pursuant to the 
terms of a power purchase agreement in effect on the date there is filed with 
the Commission a tariff for the incumbent electric utility that serves the 
exclusive service territory in which the customer is located to offer electric 
energy provided 100 percent from renewable energy, for the duration of such 
agreement.
6. To the extent that an incumbent electric utility has 
elected as of February 1, 2019, the Fixed Resource Requirement alternative as a 
Load Serving Entity in the PJM Region and continues to make such election and 
is therefore required to obtain capacity for all load and expected load growth 
in its service area, any customer of a utility subject to that requirement that 
purchases energy pursuant to subdivision 3 or 4 from a supplier licensed to 
sell retail electric energy within the Commonwealth shall continue to pay its 
incumbent electric utility for the non-fuel generation capacity and 
transmission related costs incurred by the incumbent electric utility in order 
to meet the customer's capacity obligations, pursuant to the incumbent electric 
utility's standard tariff that has been approved by and is on file with the 
Commission.
In the case of such 
customer, the advance written notice period established in subdivisions 3 c and 
d shall be three years.
This subdivision shall not apply to 
the customers of licensed suppliers that (i) had an agreement with a licensed 
supplier entered into before February 1, 2019, or (ii) had aggregation 
petitions pending before the Commission prior to January 1, 2019, unless and 
until any customer referenced in clause (i) or (ii) has returned to purchase 
electric energy from its incumbent electric utility, pursuant to the provisions 
of subdivision 3 or 4, and is receiving electric energy from such incumbent 
electric utility.
7. A tariff for one or more classes of residential customers 
filed with the Commission for approval by a cooperative on or after July 1, 
2010, shall be deemed to offer a tariff for electric energy provided 100 
percent from renewable energy if it provides undifferentiated electric energy 
and the cooperative retires a quantity of renewable energy certificates equal 
to 100 percent of the electric energy provided pursuant to such tariff. A 
tariff for one or more classes of nonresidential customers filed with the 
Commission for approval by a cooperative on or after July 1, 2012, shall be 
deemed to offer a tariff for electric energy provided 100 percent from 
renewable energy if it provides undifferentiated electric energy and the 
cooperative retires a quantity of renewable energy certificates equal to 100 
percent of the electric energy provided pursuant to such tariff. For purposes 
of this section, ""renewable energy certificate"" means, with respect 
to cooperatives, a tradable commodity or instrument issued by a regional 
transmission entity or affiliate or successor thereof in the United States that 
validates the generation of electricity from renewable energy sources or that 
is certified under a generally recognized renewable energy certificate 
standard. One renewable energy certificate equals 1,000 kWh or one MWh of 
electricity generated from renewable energy. A cooperative offering electric 
energy provided 100 percent from renewable energy pursuant to this subdivision 
that involves the retirement of renewable energy certificates shall disclose to 
its retail customers who express an interest in purchasing energy pursuant to 
such tariff (i) that the renewable energy is comprised of the retirement of 
renewable energy certificates, (ii) the identity of the entity providing the 
renewable energy certificates, and (iii) the sources of renewable energy being 
offered.
B. The Commission shall promulgate such rules and regulations 
as may be necessary to implement the provisions of this section.
C. 1. By January 1, 2002, the Commission shall promulgate 
regulations establishing whether and, if so, for what minimum periods, 
customers who request service from an incumbent electric utility pursuant to 
subsection D of §
56-582
or a default service provider, after a period of 
receiving service from other suppliers of electric energy, shall be required to 
use such service from such incumbent electric utility or default service 
provider, as determined to be in the public interest by the Commission.
2. Subject to (i) the availability of capped rate service 
under §
56-582
, and (ii) the transfer of the management and control of an 
incumbent electric utility's transmission assets to a regional transmission 
entity after approval of such transfer by the Commission under §
56-579
, retail 
customers of such utility (a) purchasing such energy from licensed suppliers 
and (b) otherwise subject to minimum stay periods prescribed by the Commission 
pursuant to subdivision 1, shall nevertheless be exempt from any such minimum 
stay obligations by agreeing to purchase electric energy at the market-based 
costs of such utility or default providers after a period of obtaining electric 
energy from another supplier. Such costs shall include (i) the actual expenses 
of procuring such electric energy from the market, (ii) additional 
administrative and transaction costs associated with procuring such energy, 
including, but not limited to, costs of transmission, transmission line losses, 
and ancillary services, and (iii) a reasonable margin. The methodology of 
ascertaining such costs shall be determined and approved by the Commission 
after notice and opportunity for hearing and after review of any plan filed by 
such utility to procure electric energy to serve such customers. The 
methodology established by the Commission for determining such costs shall be 
consistent with the goals of (a) promoting the development of effective 
competition and economic development within the Commonwealth as provided in 
subsection A of §
56-596
, and (b) ensuring that neither incumbent utilities nor 
retail customers that do not choose to obtain electric energy from alternate 
suppliers are adversely affected.
3. Notwithstanding the provisions of subsection D of §
56-582
and subsection C of §
56-585
, however, any such customers exempted from any 
applicable minimum stay periods as provided in subdivision 2 shall not be 
entitled to purchase retail electric energy thereafter from their incumbent 
electric utilities, or from any distributor required to provide default service 
under subsection B of §
56-585
, at the capped rates established under §
56-582
, 
unless such customers agree to satisfy any minimum stay period then applicable 
while obtaining retail electric energy at capped rates.
4. The Commission shall promulgate such rules and regulations 
as may be necessary to implement the provisions of this subsection, which rules 
and regulations shall include provisions specifying the commencement date of 
such minimum stay exemption program.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+ful+HB975,downloaded,,yes,technology-neutral large-load policy,utility rates/cost allocation,conditional/regulatory,0.85,"Establishes retail competition rules and notice periods for customers exceeding five megawatts, a threshold capturing data center loads.","individual retail customers of electric energy within the Commonwealth, regardless of customer class, whose demand during the most recent calendar year exceeded five megawatts",False,full_text,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+ful+HB975,7a52e6c528c83a4dc110d546b836f5b041860474f71227c9703945d95756eb12,qwen.qwen3.5-122b,data-center-relevance-full-source-v2,classified,,6,0.7,"Reduces notice period for large customers to return to incumbent utility from five years to 90 days, increasing flexibility for data center energy procurement within a regulated retail competition framework.",without giving five years' 90 days' advance written notice,False,qwen.qwen3.5-122b,data-center-supportiveness-v1,scored,
ocd-bill/c35951d0-a0a2-4cc2-a031-b78d1f6599fe,Virginia,2024,HB 991,Gambling data; use of Cloud Technology.,"Illegal gambling; exemptions. Exempts from the provisions of Code prohibiting illegal gambling the placement or operation of or communication to and from data center equipment in the Commonwealth associated with the hosting of lottery games duly authorized by another state or jurisdiction and regulated and operated consistent with and exclusively for the benefit of such state or jurisdiction, provided that wagering on such games is legally authorized in such other state or jurisdiction and the individuals wagering on such games are required by the laws or regulations of such other state or jurisdiction to be physically located within the geographic bounds of such other state or jurisdiction at the time the wager is initiated or placed. This bill is identical to SB 540.

Illegal gambling; exemptions. Exempts from the provisions of Code prohibiting illegal gambling the placement or operation of or communication to and from equipment in the Commonwealth associated with the hosting of lottery games duly authorized by another state or jurisdiction and regulated and operated consistent with and exclusively for the benefit of such state or jurisdiction, provided that wagering on such games is legally authorized in such other state or jurisdiction and the individuals wagering on such games are required by the laws or regulations of such other state or jurisdiction to be physically located within the geographic bounds of such other state or jurisdiction at the time the wager is initiated or placed.",237,2024-01-09,2024-04-02,2024-03-07,https://openstates.org/va/bills/2024/HB991/,bill,,lower,Michelle Lopes Maldonado,Michelle Lopes Maldonado,ocd-person/47e6d456-740e-4707-ae93-4b6efe8c0ce1,Democratic,Democratic,1,1,1,31,Acts of Assembly Chapter text (CHAP0311),,enacted,6,7,7,7,0,2024-02-27,pass,VOTE: Adoption (88-Y 8-N),84,https://lis.virginia.gov/cgi-bin/legp604.exe?241+sum+HB991,,,not_needed_abstract_at_least_100_words,,yes,direct data-center reference,other,supportive,0.95,Exempts placement or operation of data center equipment hosting out-of-state lottery games from illegal gambling provisions.,placement or operation of or communication to and from data center equipment in the Commonwealth,True,abstract,https://openstates.org/va/bills/2024/HB991/,4ac7ea8ec205c2ed6999465e839015188da576eecc535b411c9f8f4723ba3d1e,qwen.qwen3.5-122b,data-center-relevance-full-source-v2,classified,,7,0.9,"Exempts data center equipment hosting out-of-state lottery games from illegal gambling prohibitions, removing legal barriers for specific cloud technology workloads and facilitating associated data center operations.",Exempts from the provisions of Code prohibiting illegal gambling the placement or operation of or communication to and from data center equipment,True,qwen.qwen3.5-122b,data-center-supportiveness-v1,scored,
ocd-bill/e34441c9-8a27-48ca-b1cc-13f1e09135df,Virginia,2024,SB 284,Siting of data centers; impacts on resources and historically significant sites.,"Siting of data centers; impacts on resourcesand historically significant sites. Provides that any local governmentland use application required for the siting of a data center shallonly be approved in areas where the data center will (i) have a minimal impact on historic, agricultural, and cultural resources and (ii)not be within one mile of a national park, state park, or other historicallysignificant site.",63,2024-01-09,2024-02-07,,https://openstates.org/va/bills/2024/SB284/,bill,,upper,Danica A. Roem,Danica A. Roem,ocd-person/3a2855f7-5ff7-4c5e-9d28-803d99f19d3f,Democratic,Democratic,1,1,1,3,Continued to 2025 in General Laws and Technology (13-Y 2-N),,active_in_committee_or_chamber,0,1,1,1,0,2024-02-07,pass,Continued to 2025 in General Laws and Technology (13-Y 2-N),29,https://lis.virginia.gov/cgi-bin/legp604.exe?241+sum+SB284,"Virginia General Assembly
LIS Home
LIS Help
Privacy Statement
Live Help
LIS Classic
Login
SEARCH SITE
QUICK LINKS
- - - - - - - - - - - - - -
Log in
LIS Home
General Assembly Home
- - - - - - - - - - - - - -
Session Tracking:
Bills & Resolutions
Members
Committees
Meetings
Calendars
Communications
House Minutes
Senate Minutes
Statistics
Lobbyist-in-a-Box
Personal lists
- - - - - - - - - - - - - -
Search:
Code of Virginia
Administrative Code
Bills & Resolutions
Summaries
OTHER SESSIONS
- - - - - - - - - - - - - -
2024 Session
2023 Session
2023 Special Session I
2022 Session
2022 Special Session I
2021 Session
2021 Special Session I
2021 Special Session II
2020 Session
2020 Special Session I
2019 Session
2019 Special Session I
2018 Session
2018 Special Session I
2018 Special Session II
2017 Session
2016 Session
2015 Session
2015 Special Session I
2014 Session
2014 Special Session I
2013 Session
2013 Special Session I
2012 Session
2012 Special Session I
2011 Session
2011 Special Session I
2010 Session
2009 Session
2009 Special Session I
2008 Session
2008 Special Session I
2008 Special Session II
2007 Session
2006 Session
2006 Special Session I
2005 Session
2004 Session
2004 Special Session I
2004 Special Session II
2003 Session
2002 Session
2001 Session
2001 Special Session I
2000 Session
1999 Session
1998 Session
1998 Special Session I
1997 Session
1996 Session
1995 Session
1994 Session
1994 Special Session I
1994 Special Session II
VIRGINIA LAW PORTAL
Code of Virginia
Virginia Administrative Code
Constitution of Virginia
Charters
Authorities
Compacts
Uncodified Acts
RIS Users
(account required)
SEARCHABLE DATABASES
Bills & Resolutions
session legislation
Bill Summaries
session summaries
Reports to the General Assembly
House and Senate documents
Legislative Liaisons
State agency contacts
ACROSS SESSIONS
Subject Index:
Since 1995
Bills & Resolutions:
Since 1994
Summaries:
Since 1994
Developed and maintained by the Division of Legislative Automated Systems.
2024 SESSION
history
|
hilite
|
pdf
|
print version
24101555D
SENATE BILL NO. 284
Offered January 10, 2024
Prefiled January 9, 2024
A BILL to amend the Code of Virginia by adding in Article 1 of 
Chapter 22 of Title 15.2 a section numbered
15.2-2209.4
, relating to siting of 
data centers; impacts on resources and historically significant sites.
----------
Patron-- Roem
----------
Referred to Committee on General Laws and Technology
----------
Be it enacted by the General Assembly of Virginia:
1. That the Code of Virginia is amended by adding in Article 
1 of Chapter 22 of Title 15.2 a section numbered
15.2-2209.4
as follows:
§
15.2-2209.4
. Siting of 
data centers; impacts on resources.
Notwithstanding any other 
provision of law, general or special, any local 
government land use application required for the siting of a data center, as 
defined in §
58.1-3506
, shall only be approved in areas where the 
data center will (i) have a minimal 
impact on historic, agricultural, and 
cultural resources and (ii) not be within one 
mile of a national park, state park, or other 
historically significant site, as designated 
by the Department of Historic Resources.",https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+ful+SB284,downloaded,,yes,direct data-center reference,siting/permitting|local authority,restrictive,1.0,"Explicitly governs data center siting via local land use applications. Restricts approval near parks or historic sites, materially affecting physical development.","any local government land use application required for the siting of a data center, as defined in § 58.1-3506, shall only be approved in areas where the data center will (i) have a minimal impact on historic, agricultural, and cultural resources and (ii) not be within one mile of a national park, state park, or other historically significant site",False,full_text,https://legacylis.virginia.gov/cgi-bin/legp604.exe?241+ful+SB284,d007e82b8542b1ce0fbcd7172119268e07a37dade18d87057656f5383de5ca93,qwen.qwen3.5-122b,data-center-relevance-full-source-v2,classified,,3,0.9,"Imposes siting restrictions prohibiting data center approval within one mile of parks or historic sites, adding regulatory burdens and reducing available land for development.","not be within one mile of a national park, state park, or other historically significant site",False,qwen.qwen3.5-122b,data-center-supportiveness-v1,scored,
ocd-bill/226bb19f-a641-4625-80ec-54367292a6b1,Virginia,2025,SB 284,Siting of data centers; impacts on resources and historically significant sites.,"Siting of data centers; impacts on resources
and historically significant sites. Provides that any local government
land use application required for the siting of a data center shall
only be approved in areas where the data center will (i) have a minimal
impact on historic, agricultural, and cultural resources and (ii)
not be within one mile of a national park, state park, or other historically
significant site.

A BILL to amend the Code of Virginia by adding in Article 1 of 
Chapter 22 of Title 15.2 a section numbered 15.2-2209.4, relating to siting of 
data centers; impacts on resources and historically significant sites.
24101555D",107,2024-01-09,2024-11-19,,https://openstates.org/va/bills/2025/SB284/,bill,,upper,Danica A. Roem,Danica A. Roem,ocd-person/3a2855f7-5ff7-4c5e-9d28-803d99f19d3f,Democratic,Democratic,1,1,1,4,Left in General Laws and Technology,,active_in_committee_or_chamber,0,1,0,1,0,2024-02-07,pass,S Continued to 2025 in General Laws and Technology,315,https://lis.virginia.gov/bill-details/20251/SB284,,,not_needed_abstract_at_least_100_words,,yes,direct data-center reference,siting/permitting|local authority,restrictive,1.0,"Explicitly governs data center siting via local land use applications. Restricts approval near parks or historic sites, materially affecting physical development.","any local government land use application required for the siting of a data center shall only be approved in areas where the data center will (i) have a minimal impact on historic, agricultural, and cultural resources and (ii) not be within one mile of a national park, state park, or other historically significant site",False,abstract,https://openstates.org/va/bills/2025/SB284/,d020b459fbe3f71436d570de638ffb35cd1b6ef97a981a5074118fc6f060ddee,qwen.qwen3.5-122b,data-center-relevance-full-source-v2,classified,,3,0.9,"Imposes a one-mile buffer around parks and historic sites, limiting viable land and adding siting constraints that materially restrict development options.","not be within one mile of a national park, state park, or other historically significant site.",False,qwen.qwen3.5-122b,data-center-supportiveness-v1,scored,
ocd-bill/e90ec701-9228-4844-ab26-1587a3ce13ae,Virginia,2025,SB 285,Siting of data centers; site assessment.,"Siting of data centers; site assessment.
Requires a locality, prior to any approval for the siting of a data
center, to require disclosure of water and power usage at full build-out
and perform a site assessment to examine the effect of the data center
on water usage, the regional electric grid, and carbon emissions as
well as any impacts on agricultural, historic, and cultural resources
within the locality.

A BILL to amend the Code of Virginia by adding in Article 1 of 
Chapter 22 of Title 15.2 a section numbered 15.2-2209.4, 
relating to siting of data centers; impacts on resources; 
site assessment.
24104537D",106,2024-01-09,2024-11-19,,https://openstates.org/va/bills/2025/SB285/,bill,,upper,Danica A. Roem,Danica A. Roem,ocd-person/3a2855f7-5ff7-4c5e-9d28-803d99f19d3f,Democratic,Democratic,1,1,1,5,Left in General Laws and Technology,,active_in_committee_or_chamber,0,1,0,1,0,2024-02-07,pass,S Continued to 2025 in General Laws and Technology,315,https://lis.virginia.gov/bill-details/20251/SB285,,,not_needed_abstract_at_least_100_words,,yes,direct data-center reference,siting/permitting|water/environment|grid/interconnection,conditional/regulatory,0.95,"Explicitly requires site assessments for data center siting covering water, power, and grid impacts.","Requires a locality, prior to any approval for the siting of a data center, to require disclosure of water and power usage",False,abstract,https://openstates.org/va/bills/2025/SB285/,10f72f9a9405221e0c4b32b5556d6ad4ed39f73396c777342a412570defba49e,qwen.qwen3.5-122b,data-center-relevance-full-source-v2,classified,,4,0.9,"Mandates pre-approval site assessments for water, power, and grid impacts, adding regulatory steps and potential delays to the permitting process.","Requires a locality, prior to any approval for the siting of a data center, to require disclosure of water and power usage at full build-out",False,qwen.qwen3.5-122b,data-center-supportiveness-v1,scored,
